id,genres,vote_average,vote_count,name,developer,publisher
2992,2D|RPG|Story Rich|Casual|,0.4,2283,Damned Daniel,Red Mouse Games,Red Mouse Games
2993,Action|Simulation|Arcade|,3.3,4171,Urban Trial Freestyle,Tate Multimedia,Tate Multimedia
2994,Action|RPG|FPS|,1.2,6734,WASTED,Mr. Podunkian,Mr. Podunkian
2995,2D|Adventure|Puzzle|Horror|RPG|Story Rich|Casual|Atmospheric|,0.7,7346,The Witch's House MV,Fummy,Fummy
2996,Action|Casual|Arcade|,3.4,5736,Germ Wars,Svarog Studios,Svarog Studios
2997,Action|Simulation|Strategy|Casual|,2.4,9446,VR Battle Grid,Fred Sauer,Fred Sauer
2998,2D|Action|Sci-fi|Adventure|Puzzle|Strategy|Casual|Arcade|,4.9,8239,BEEP,Big Fat Alien,Big Fat Alien
2999,Action|Adventure|Simulation|RPG|Strategy|Casual|,3.2,9482,Arcade Fishing,Arcade Fishing,Arcade Fishing
3000,Puzzle|Adventure|Story Rich|Casual|Atmospheric|,2.9,3676,Discolored,Jason Godbey,Jason Godbey
3001,Action|Sci-fi|FPS|,4.5,3861,E.T. Armies,Raspina Studio,Raspina Studio
3002,Action|Simulation|Strategy|,1.4,5412,Gunman And The Witch,Phun Peeticharoenthum|Wichayuth Luaengtawekul|Noppasin Ngamsanguanprapa|Jeeratumrong Nakpracha|Pawika Khampawong,Phun Peeticharoenthum|Wichayuth Luaengtawekul|Noppasin Ngamsanguanprapa|Jeeratumrong Nakpracha|Pawika Khampawong
3003,Action|Adventure|Horror|Story Rich|Atmospheric|,1.0,5076,The Walking Dead: Michonne - A Telltale Miniseries,Telltale Games,Telltale Games
3004,2D|Sci-fi|Adventure|Puzzle|Story Rich|Casual|,4.2,7404,Broken Age,Double Fine Productions,Double Fine Productions
3005,Action|Adventure|Puzzle|Horror|Colorful|Casual|,1.2,2789,Secret Neighbor: Hello Neighbor Multiplayer,Hologryph|Eerie Guest Studios,Hologryph|Eerie Guest Studios
3006,Simulation|Strategy|,2.8,1562,Atomic Society,Far Road Games,Far Road Games
3007,Sci-fi|Action|Adventure|Story Rich|RPG|Atmospheric|,2.2,7961,Cloudpunk,ION LANDS,ION LANDS
3008,2D|Adventure|Puzzle|Fantasy|Story Rich|,3.9,2535,King's Quest,The Odd Gentlemen,The Odd Gentlemen
3009,Action|Adventure|Horror|Atmospheric|,1.9,8793,Flicker of Hope,Studio Whip,Studio Whip
3010,Action|2D|Adventure|Casual|Arcade|,1.5,4780,Polygoneer,NukGames,NukGames
3011,Action|Arcade|,4.4,6852,Riptide GP: Renegade,Vector Unit,Vector Unit
3012,Simulation|Strategy|Atmospheric|,3.5,9449,Ultimate General: Civil War,Game-Labs,Game-Labs
3013,Simulation|,4.4,1779,Drinks With Abbey,Ramify Games,Ramify Games
3014,Action|2D|Simulation|Casual|,4.0,1820,The Cat Games,M. Hanka,M. Hanka
3015,Adventure|RPG|Story Rich|Atmospheric|,2.3,7875,The Emperor's Own: Alpha Teaser,Volga Studios,Volga Studios
3016,Adventure|,3.2,8656,The Lost Island,Finalspark Gamestudios,Finalspark Gamestudios
3017,Puzzle|Adventure|Casual|,3.2,9709,Frozen Free Fall: Snowball Fight,SuperVillain Studios,SuperVillain Studios
3018,Simulation|Casual|,1.7,5294,Rocksmith,Ubisoft - San Francisco,Ubisoft - San Francisco
3019,Adventure|Puzzle|Colorful|RPG|Fantasy|Strategy|,0.7,2216, - Waverly Hills,Gocci Studio,Gocci Studio
3020,Action|Adventure|RPG|Strategy|Atmospheric|,1.1,5325,WARTILE,Playwood Project,Playwood Project
3021,Adventure|RPG|Story Rich|Fantasy|,1.6,8309,Unrest,Pyrodactyl,Pyrodactyl
3022,Adventure|Puzzle|Strategy|Casual|Arcade|,4.4,9680,Rolling Sun,Mystik'Art,Mystik'Art
3023,Strategy|Casual|,4.6,1887,Casino Poker,ThatGame Pty Ltd,ThatGame Pty Ltd
3024,Simulation|RPG|Strategy|Casual|,0.8,803,Soul Smith of the Kingdom,Inu to Neko,Inu to Neko
3025,Simulation|Arcade|,3.1,1555,SEGA Bass Fishing,SEGA,SEGA
3026,Action|Atmospheric|,1.2,2507,A Night In Berlin,Unlimina Software,Unlimina Software
3027,Action|2D|Arcade|,1.5,4246,RIVE: Wreck  Hack  Die  Retry!,Two Tribes,Two Tribes
3028,2D|Adventure|Simulation|Horror|RPG|Strategy|,3.9,8224,Sheltered,Unicube|Team 17 Digital Ltd,Unicube|Team 17 Digital Ltd
3029,Action|Sci-fi|Adventure|RPG|Fantasy|Story Rich|,2.1,8497,Marvel's Avengers,Crystal Dynamics|Eidos-Montréal|Nixxes,Crystal Dynamics|Eidos-Montréal|Nixxes
3030,Action|Adventure|RPG|Fantasy|Story Rich|Atmospheric|,0.3,8265,The Elder Scrolls V: Skyrim VR,Bethesda Game Studios,Bethesda Game Studios
3031,Puzzle|Strategy|Casual|,3.3,8289,Battle for Blood - Epic battles within 30 seconds!,YFC games,YFC games
3032,Adventure|Puzzle|Casual|Atmospheric|,2.0,8518,Hope Lake,Far Mills|Mysterytag,Far Mills|Mysterytag
3033,Adventure|,2.4,4640,Return NULL - Episode 1,Michael Lückgen,Michael Lückgen
3034,Action|2D|,1.7,6686,12 bananas,Klode,Klode
3035,Simulation|,4.5,9875,Together,Zilby,Zilby
3036,Sci-fi|RPG|Strategy|,4.3,8820,Star Wolves 2,X-Bow Software,X-Bow Software
3037,Action|Strategy|,3.9,5305,Crush Your Enemies,Vile Monarch,Vile Monarch
3038,Action|Sci-fi|FPS|Strategy|,4.9,7757,Battlezone: Combat Commander,Big Boat Interactive,Big Boat Interactive
3039,Sci-fi|Puzzle|Horror|Simulation|RPG|Fantasy|Story Rich|Strategy|Casual|Atmospheric|,1.5,5298,Rencounter,SPVD,SPVD
3040,Action|Arcade|,3.8,9254,Street Racing Syndicate,Eutechnyx,Eutechnyx
3041,Action|Adventure|FPS|RPG|Strategy|Atmospheric|,4.2,7238,Far Cry Primal,Ubisoft,Ubisoft
3042,Adventure|RPG|,1.7,8746,The Land of Dasthir,RPG Video,RPG Video
3043,2D|Action|Adventure|Fantasy|RPG|Strategy|Casual|,4.5,7124,Kingdom Rush Origins - Tower Defense,Ironhide Game Studio,Ironhide Game Studio
3044,Action|2D|Puzzle|Simulation|,1.5,7833,Incredipede,Colin Northway with art by Thomas Shahan,Colin Northway with art by Thomas Shahan
3045,Puzzle|Adventure|Atmospheric|,4.1,3377,Road Not Taken,Spry Fox LLC,Spry Fox LLC
3046,Action|Adventure|Story Rich|,3.9,630,Sonic Adventure DX,SEGA,SEGA
3047,Sci-fi|Adventure|Puzzle|Story Rich|Casual|Atmospheric|,3.1,1440,Cowpocalypse - Episode 0,Balazs Hrabacsik,Balazs Hrabacsik
3048,Casual|,3.8,7697,War Operations,Dynamic Games,Dynamic Games
3049,Action|Puzzle|Casual|Arcade|,2.2,740,Lightfish,Eclipse Games,Eclipse Games
3050,Simulation|Colorful|Strategy|Casual|,1.3,2416,Bridge! 2,toxtronyx interactive GmbH,toxtronyx interactive GmbH
3051,2D|Action|Adventure|,0.6,9460,Shantae and the Seven Sirens,WayForward,WayForward
3052,Action|Adventure|RPG|FPS|Atmospheric|,3.0,612,Fallout 4 VR,Bethesda Game Studios,Bethesda Game Studios
3053,Adventure|Simulation|,2.7,9970,Eco,Strange Loop Games,Strange Loop Games
3054,Action|Adventure|Casual|,3.0,6037,Running Gods,Midnight Games EIRL,Midnight Games EIRL
3055,Horror|Casual|,4.4,8535,Seek Or Die,Flashynurav,Flashynurav
3056,Action|FPS|,0.4,5881,Tower of Guns,Terrible Posture Games,Terrible Posture Games
3057,Action|Simulation|Arcade|,4.6,5991,Air Conflicts: Pacific Carriers,Games Farm|3Division,Games Farm|3Division
3058,Adventure|Puzzle|RPG|Strategy|Casual|,1.9,6467,Dungeon of Elements,Frogdice,Frogdice
3059,Sci-fi|RPG|Strategy|,3.8,7374,Star Wolves,X-Bow Software,X-Bow Software
3060,Action|Adventure|Atmospheric|,2.6,1701,The Episodic,Redwoods Digital Games,Redwoods Digital Games
3061,Puzzle|Simulation|,2.5,1007,TIS-100,Zachtronics,Zachtronics
3062,Simulation|,1.2,3485,Short Circuit VR,Stefan Bauwens|Cindy Ho,Stefan Bauwens|Cindy Ho
3063,Action|Adventure|RPG|Story Rich|Fantasy|Atmospheric|,0.7,2660,Xuan-Yuan Sword VII,SOFTSTAR|DOMO Studio,SOFTSTAR|DOMO Studio
3064,Action|Simulation|,0.9,6864,Panzer Elite Action Gold Edition,Zootfly,Zootfly
3065,Action|Casual|Arcade|,1.2,7103,Tanks With Hands: Armed and Treaded,Team Grappling Hook,Team Grappling Hook
3066,Sci-fi|Adventure|Simulation|Casual|,2.2,1473,Orion: A Sci-Fi Visual Novel,Cylight Studios,Cylight Studios
3067,Action|Strategy|,2.0,4195,Tiny Toyfare,Super Suite Studios,Super Suite Studios
3068,Casual|,3.7,8283,IMUGI,Rising Dragon Studio,Rising Dragon Studio
3069,Action|Simulation|Arcade|,3.9,8332,Vector Thrust,TimeSymmetry,TimeSymmetry
3070,2D|Action|Adventure|Puzzle|Horror|RPG|Casual|,1.1,4333,Trick & Treat,Rabbiton,Rabbiton
3071,Action|Sci-fi|Adventure|RPG|Strategy|,3.9,4636,Seven: Enhanced Edition,IMGN.PRO|Fool's Theory,IMGN.PRO|Fool's Theory
3072,Action|RPG|Fantasy|Story Rich|Atmospheric|,0.3,517,Nioh 2  The Complete Edition,KOEI TECMO GAMES CO.| LTD.,KOEI TECMO GAMES CO.| LTD.
3073,Adventure|RPG|Story Rich|,2.4,5544, - Treasure of abyss,心之初,心之初
3074,2D|Action|Colorful|Arcade|,3.8,1042,Flat Heroes,Parallel Circles,Parallel Circles
3075,Puzzle|Simulation|Strategy|Casual|,1.0,963,Block'hood,Plethora Project,Plethora Project
3076,Simulation|,0.1,6943,Falcon 4.0,Microprose,Microprose
3077,,2.0,942, Evkworld,星飞游戏,星飞游戏
3078,Casual|,1.2,9455,Avem33,WaVR,WaVR
3079,Action|Adventure|RPG|Atmospheric|,2.4,9872,Absolver,Sloclap,Sloclap
3080,Simulation|Strategy|,1.2,2164,Automation - The Car Company Tycoon Game,Camshaft Software Ltd,Camshaft Software Ltd
3081,Adventure|Puzzle|Story Rich|Atmospheric|,3.2,7761,Nancy Drew: Midnight in Salem,HeR Interactive| Inc.,HeR Interactive| Inc.
3082,Casual|,0.3,5003,Campaign Clicker,Springloaded,Springloaded
3083,Action|Arcade|,4.6,5000,Kings of Kung Fu,Jae Lee Productions,Jae Lee Productions
3084,Arcade|,4.7,1902,Super Toy Cars,Eclipse Games,Eclipse Games
3085,Action|Casual|,4.8,4696,Endless Battle,Netdragon Websoft Inc,Netdragon Websoft Inc
3086,Adventure|Simulation|Story Rich|Strategy|Atmospheric|,2.2,8135,This Is the Police,Weappy Studio,Weappy Studio
3087,Action|2D|Adventure|RPG|Casual|Arcade|,3.1,6615,Legend of Himari,TERNOX,TERNOX
3088,Action|2D|Adventure|Casual|Arcade|Atmospheric|,4.3,887,Karma Miwa,Space Fractal,Space Fractal
3089,Action|Adventure|Puzzle|Story Rich|Casual|Atmospheric|,0.4,5461,FAR: Lone Sails,Okomotive,Okomotive
3090,Action|2D|,3.8,6647,TUNNEL DIVERS,Spasman Games,Spasman Games
3091,2D|Adventure|Simulation|Fantasy|Strategy|Atmospheric|,0.5,2702,Kingdom: New Lands,Noio,Noio
3092,Puzzle|Story Rich|Atmospheric|,1.8,1530,The Gardens Between,The Voxel Agents,The Voxel Agents
3093,2D|Action|Adventure|RPG|,4.3,3384,Magicite,SmashGames,SmashGames
3094,Action|Sci-fi|FPS|Strategy|,2.5,7242,Nuclear Dawn,GameConnect|InterWave Studios,GameConnect|InterWave Studios
3095,Adventure|Casual|,3.7,3180,,Nekoday,Nekoday
3096,Action|Horror|FPS|,1.4,4172,NecroVisioN: Lost Company,The Farm 51,The Farm 51
3097,Action|2D|,3.1,8850,Commander Cool 2,Orlyapps,Orlyapps
3098,Casual|,4.4,6466,Supermedium - Virtual Reality Browser,Supermedium,Supermedium
3099,Action|Simulation|Arcade|,3.0,8617,Sky Gamblers: Storm Raiders,Atypical Games,Atypical Games
3100,Simulation|Casual|,3.5,565,Farm Together,Milkstone Studios,Milkstone Studios
3101,Strategy|,4.4,8157,War of Omens Card Game,Fifth Column Games,Fifth Column Games
3102,Action|Adventure|Horror|Fantasy|Casual|,4.2,7285,Jiangshi x Daoshi,Dendo Denkido,Dendo Denkido
3103,Action|2D|,1.9,2295,Cataegis : The White Wind,Acido Cinza,Acido Cinza
3104,Action|Simulation|FPS|,4.6,8227,Battleground,xFAIRx,xFAIRx
3105,Simulation|,1.6,4450,MotoGP14 Compact,Milestone S.r.l.,Milestone S.r.l.
3106,Action|Sci-fi|Adventure|Fantasy|Strategy|,4.4,2733,Blade Symphony,Puny Human,Puny Human
3107,Adventure|Puzzle|Fantasy|Strategy|,3.7,3090,Guards,Battlecruiser Games,Battlecruiser Games
3108,Strategy|Casual|,3.1,985,Star Trek Adversaries,Puppet Master Games,Puppet Master Games
3109,Action|Adventure|Simulation|,1.7,7106,ICED,AneaGames,AneaGames
3110,Action|2D|Puzzle|Adventure|Strategy|Casual|Arcade|Atmospheric|,0.1,2508,Genius Greedy Mouse,Space Fractal|TempleTiger,Space Fractal|TempleTiger
3111,Simulation|Strategy|,0.1,2797,688(I) Hunter/Killer,Sonalysts,Sonalysts
3112,Strategy|,1.6,5069,Oldage,Ed Farage|Bubu,Ed Farage|Bubu
3113,Simulation|,2.2,1686,FPV Air Tracks,Flyleap Studios,Flyleap Studios
3114,Action|Sci-fi|Adventure|Simulation|Strategy|,5.0,6019,StarFringe: Adversus,Casualogic|Droid Riot,Casualogic|Droid Riot
3115,Strategy|,2.8,4182,Dragon Lords: 3D Strategy,FX Games,FX Games
3116,Sci-fi|Adventure|Puzzle|,4.7,722,Beat The Game,Worm Animation,Worm Animation
3117,Sci-fi|2D|RPG|Strategy|,1.2,2929,Bionic Dues,Arcen Games| LLC,Arcen Games| LLC
3118,Action|Strategy|Casual|,3.2,611,Multibombers,Glorified Studios,Glorified Studios
3119,Action|Sci-fi|Adventure|Story Rich|,2.9,7616,Sonic Adventure 2,SEGA,SEGA
3120,Action|Adventure|,4.4,8853,Batman: Arkham Origins Blackgate - Deluxe Edition,Armature Studio,Armature Studio
3121,2D|Action|Adventure|Puzzle|Story Rich|Fantasy|RPG|Atmospheric|,4.8,7897,Raji: Prologue,Nodding Heads Games,Nodding Heads Games
3122,Simulation|Horror|,2.1,4567,The Dolls: Reborn,HUSH Interactive,HUSH Interactive
3123,Action|,2.2,2842,Corroded,Encircle Games,Encircle Games
3124,Sci-fi|2D|Adventure|Puzzle|Story Rich|Atmospheric|,3.3,5013,Still There,GhostShark,GhostShark
3125,2D|Simulation|Colorful|Strategy|,1.2,4878,Academia : School Simulator,Squeaky Wheel Studio Inc,Squeaky Wheel Studio Inc
3126,Action|Strategy|Casual|,1.4,6415,Luminosity,Windmill Games,Windmill Games
3127,2D|Adventure|Colorful|Story Rich|Casual|Arcade|,1.2,3490,Queen of Seas,KomBits Game Studio,KomBits Game Studio
3128,Action|2D|Horror|Strategy|Casual|,4.6,2501,Zombie Defense,Home Net Games,Home Net Games
3129,Fantasy|Strategy|,2.0,2919,War for the Overworld,Brightrock Games,Brightrock Games
3130,2D|Adventure|Colorful|RPG|Story Rich|Casual|,2.4,7653,Clam Man 2: Open Mic,marafrass,marafrass
3131,Action|Sci-fi|Simulation|Colorful|Arcade|,4.8,8706,Sky Rogue,Fractal Phase,Fractal Phase
3132,Simulation|Strategy|,0.7,2928,Fleet Command,Sonalysts,Sonalysts
3133,Action|Adventure|FPS|,2.5,3620,Duke Nukem 3D: 20th Anniversary World Tour,Nerve Software| Gearbox Software| LLC,Nerve Software| Gearbox Software| LLC
3134,Action|Adventure|Fantasy|Arcade|,1.5,6264,Riverbond,Cococucumber,Cococucumber
3135,,1.0,2760,FlyingRock: Arena,Edo Create,Edo Create
3136,Action|,2.4,7284,Platypus II,Idigicon,Idigicon
3137,Puzzle|Simulation|Strategy|,0.4,5392,Poly Bridge 2,Dry Cactus,Dry Cactus
3138,Action|FPS|Casual|,1.7,5240,Shot Shot Tactic,Indie Game Group,Indie Game Group
3139,,1.4,5504,VRCapture,XR Team,XR Team
3140,2D|Action|Simulation|RPG|Fantasy|Strategy|Casual|,3.6,5119,Shop Heroes,Cloudcade| Inc.,Cloudcade| Inc.
3141,Action|Casual|,2.6,7665,Lost Saga NA,IO Entertainment,IO Entertainment
3142,Action|2D|Sci-fi|,3.7,6377,Intrusion 2,Aleksey Abramenko,Aleksey Abramenko
3143,Action|Adventure|Puzzle|Horror|FPS|Atmospheric|,1.2,5411,Vapour,Skobbejak Games,Skobbejak Games
3144,Action|Simulation|Casual|Arcade|,0.2,2028,Absolute Drift,Funselektor Labs Inc.|FlippFly,Funselektor Labs Inc.|FlippFly
3145,Action|2D|Adventure|RPG|Fantasy|,0.9,2420,Aurion: Legacy of the Kori-Odan,Kiro'o Games,Kiro'o Games
3146,Adventure|Simulation|Colorful|Casual|Atmospheric|,3.2,552,The Flood,Ondrej Angelovic,Ondrej Angelovic
3147,2D|Adventure|Puzzle|Horror|Fantasy|Story Rich|Casual|Atmospheric|,0.4,3386,The Secret Order 5: The Buried Kingdom,Sunward Games,Sunward Games
3148,Puzzle|Simulation|Colorful|Casual|Atmospheric|,2.7,2767,Townscaper,Oskar Stålberg,Oskar Stålberg
3149,Action|Simulation|FPS|,3.7,3177,Intruder,Superboss Games,Superboss Games
3150,Strategy|Casual|,2.7,1205,Ironclad Tactics,Zachtronics,Zachtronics
3151,Simulation|Strategy|,1.9,5528,Sub Command,Sonalysts,Sonalysts
3152,Action|Adventure|Story Rich|Fantasy|Atmospheric|,4.2,5097,Legacy of Kain: Defiance,Crystal Dynamics,Crystal Dynamics
3153,Action|Simulation|Strategy|Casual|,2.6,4649,MINImax Tinyverse,Nimble Neuron,Nimble Neuron
3154,2D|Adventure|Puzzle|Horror|Fantasy|Story Rich|Casual|Atmospheric|,2.7,9301,Ghost Files: The Face of Guilt,Brave Giant LTD,Brave Giant LTD
3155,Action|2D|Story Rich|Arcade|,4.9,8561,GUILTY GEAR Xrd -REVELATOR-,Arc System Works,Arc System Works
3156,Action|Casual|,0.0,7880,Borealis,Conrad Nelson,Conrad Nelson
3157,,3.7,5041,3tene,PLUSPLUS Co.|LTD,PLUSPLUS Co.|LTD
3158,Simulation|RPG|Casual|,1.2,8640,Legend of Homebody,成都神妙科技有限公司,成都神妙科技有限公司
3159,Sci-fi|Action|2D|Adventure|Colorful|Fantasy|Strategy|Casual|,3.6,5919,Iron Marines,Ironhide Game Studio,Ironhide Game Studio
3160,Adventure|Strategy|,2.9,8000, (Night of Full Moon),Giant Games,Giant Games
3161,Casual|,1.2,5173,Lucky Night: Texas Hold'em VR,ATC Games,ATC Games
3162,Action|Sci-fi|Puzzle|Colorful|Casual|,0.2,6338,Color Phase,Heatwave Studios,Heatwave Studios
3163,Sci-fi|Colorful|Story Rich|Strategy|,3.4,9093,Ashes of the Singularity: Escalation,Stardock Entertainment|Oxide Games,Stardock Entertainment|Oxide Games
3164,2D|Strategy|Casual|Arcade|,0.7,8137,Dwarfs - F2P,Power of 2,Power of 2
3165,Action|Adventure|RPG|Story Rich|Fantasy|Strategy|Atmospheric|,3.0,6575,The Dungeon Of Naheulbeuk: The Amulet Of Chaos,Artefacts Studio,Artefacts Studio
3166,Puzzle|Strategy|Casual|,1.2,1720,Sigils of Elohim,Croteam,Croteam
3167,2D|Adventure|Puzzle|Simulation|Story Rich|Casual|,0.8,3639,7 Grand Steps: What Ancients Begat,Mousechief,Mousechief
3168,Action|Adventure|Arcade|,0.0,2831,Deadlings: Rotten Edition,ONE MORE LEVEL,ONE MORE LEVEL
3169,Simulation|Strategy|Casual|,4.5,929,Rebel Inc: Escalation,Ndemic Creations,Ndemic Creations
3170,Simulation|,2.1,8490,Nature Treks VR,John Carline,John Carline
3171,Action|Simulation|Casual|,4.7,7818,Ball 3D,Unusualsoft,Unusualsoft
3172,2D|Adventure|Puzzle|Horror|Fantasy|Story Rich|Casual|Atmospheric|,0.4,9886,Eventide: Slavic Fable,The House of Fables,The House of Fables
3173,Simulation|Strategy|,4.2,1518,Out of the Park Baseball 20,Out of the Park Developments,Out of the Park Developments
3174,Adventure|,1.4,3125,El Ministerio del Tiempo VR: El tiempo en tus manos,Future Lighthouse,Future Lighthouse
3175,Action|,0.4,7063,Fight of Gods,Digital Crafter,Digital Crafter
3176,Simulation|Strategy|,3.3,4197,Dangerous Waters,Sonalysts,Sonalysts
3177,Action|2D|Adventure|Colorful|RPG|Fantasy|,4.9,5635,Cat Quest II,The Gentlebros,The Gentlebros
3178,Action|Adventure|RPG|Casual|,1.5,5525,Fantasy Versus,Animu Game,Animu Game
3179,Puzzle|,1.4,8078,Plight of the Zombie,Spark Plug Games| LLC,Spark Plug Games| LLC
3180,Action|Simulation|RPG|Strategy|,3.9,7620,Breach & Clear,Mighty Rabbit Studios|Gun.,Mighty Rabbit Studios|Gun.
3181,2D|Puzzle|RPG|Fantasy|Casual|,3.7,662,Puzzle Quest 2,Infinite Interactive,Infinite Interactive
3182,2D|Puzzle|Adventure|Strategy|Casual|Atmospheric|,1.6,3797,Munin,Gojira,Gojira
3183,Action|Horror|FPS|,3.8,6976,Propagation VR,WanadevStudio,WanadevStudio
3184,Sci-fi|Simulation|Story Rich|Strategy|,3.1,7533,Per Aspera,Tlön Industries,Tlön Industries
3185,2D|Simulation|Colorful|Strategy|Casual|,4.4,4492,No Time to Relax,Porcelain Fortress,Porcelain Fortress
3186,Action|Adventure|Simulation|Casual|Arcade|Atmospheric|,1.1,6479,Flying Tigers: Shadows Over China,ACE MADDOX,ACE MADDOX
3187,2D|Strategy|,1.0,1877,MicroTown,Snowy Ash Games,Snowy Ash Games
3188,Adventure|RPG|,2.3,2091,Tale of Toast,Toasty Leaf AB,Toasty Leaf AB
3189,Action|Adventure|Atmospheric|,0.3,9723,Worlds Adrift,Bossa Studios,Bossa Studios
3190,Adventure|Puzzle|Casual|,3.2,4286,SEASON OF MYSTERY: The Cherry Blossom Murders,SQUARE ENIX,SQUARE ENIX
3191,Strategy|Casual|,3.5,3136,Core Defense: Prelude,ehmprah,ehmprah
3192,Fantasy|RPG|Strategy|Casual|,0.3,2894,Lords of the Shattered Kingdom,Neuralsoft,Neuralsoft
3193,2D|Horror|RPG|Story Rich|,1.3,7979,Lakeview Valley,Roope Tamminen,Roope Tamminen
3194,Simulation|Horror|Story Rich|Casual|Atmospheric|,0.6,5975,missed messages.,Angela He,Angela He
3195,Sci-fi|2D|Simulation|Strategy|,0.4,8096,Stellar Monarch,Silver Lemur Games,Silver Lemur Games
3196,Action|Fantasy|,2.0,2301,Magical Battle Festa,Fly System,Fly System
3197,Sci-fi|Adventure|Puzzle|,4.9,4355,Kitrinos: Inside the Cube,Simon Says: Play!|Yazorius,Simon Says: Play!|Yazorius
3198,Sci-fi|Action|Adventure|Simulation|Strategy|Casual|,0.6,5067,Evolution RTS,Forboding Angel,Forboding Angel
3199,Adventure|Horror|Casual|,4.0,4756,Summer Nightmare,Team Summer Nightmare,Team Summer Nightmare
3200,Puzzle|Horror|,2.1,6128,SCP022,KL GAMES,KL GAMES
3201,Sci-fi|Strategy|,0.8,3658,Space Empires IV Deluxe,Malfador Machinations,Malfador Machinations
3202,Simulation|RPG|Casual|,4.0,8835,Calico,Peachy Keen Games,Peachy Keen Games
3203,Action|2D|Adventure|RPG|Fantasy|Casual|,4.1,8727,Lost Legend,Unhinged LLC,Unhinged LLC
3204,Action|Simulation|Casual|,0.6,5416,Tank Force,Extreme Developers,Extreme Developers
3205,2D|Adventure|Simulation|Casual|Atmospheric|,1.4,5275,The Plan,Krillbite Studio,Krillbite Studio
3206,Adventure|Strategy|,5.0,2578,Last Hope - Tower Defense,JE Software,JE Software
3207,Action|Sci-fi|Colorful|FPS|Atmospheric|,0.9,6104,Orion: The Eternal Punishment,Frogames SL,Frogames SL
3208,2D|Simulation|Story Rich|Casual|,1.3,9472,Beans: The Coffee Shop Simulator,Whitethorn Digital,Whitethorn Digital
3209,2D|Puzzle|Casual|,1.2,8611,Zup! 2,Quiet River,Quiet River
3210,Action|Adventure|Horror|Story Rich|,0.8,858,Minecraft: Story Mode - Season Two,Telltale Games,Telltale Games
3211,Action|Puzzle|Casual|Arcade|,4.5,2895,ARCADEON VR,ACTURA STUDIOS,ACTURA STUDIOS
3212,Action|2D|,0.3,5349,Xeodrifter,Renegade Kid,Renegade Kid
3213,Simulation|Arcade|,3.1,7794,Pro Pinball Ultra,Barnstorm Games,Barnstorm Games
3214,Action|Simulation|FPS|,1.2,1401,Cruelty Squad,Consumer Softproducts,Consumer Softproducts
3215,Sci-fi|2D|Adventure|Puzzle|Story Rich|Casual|,3.9,1577,The Silent Age,House On Fire,House On Fire
3216,Adventure|Puzzle|Casual|,3.8,8642,Jolly Rover,Brawsome,Brawsome
3217,Action|2D|Sci-fi|Adventure|Puzzle|Casual|Arcade|,3.8,1862,Sleeping Valley,White Dog Games,White Dog Games
3218,Action|,2.2,1855,ASSASSINATION BOX,ZELENYUK,ZELENYUK
3219,Action|2D|Adventure|RPG|Story Rich|Fantasy|Atmospheric|,3.4,6119,Sins Of The Demon RPG,Chandler Rounsley,Chandler Rounsley
3220,Adventure|,3.6,3428,Sinking Island,White Birds Productions,White Birds Productions
3221,Adventure|Puzzle|Simulation|RPG|Casual|Arcade|,3.0,4979,Hentai Asmodeus,HEGA Studio,HEGA Studio
3222,Action|Adventure|RPG|FPS|Fantasy|Atmospheric|,2.3,3723,Delver,Priority Interrupt|Chad Cuddigan|Joshua Skelton,Priority Interrupt|Chad Cuddigan|Joshua Skelton
3223,Action|Adventure|RPG|Fantasy|Story Rich|Atmospheric|,0.2,9285,Sacred 2 Gold,Ascaron,Ascaron
